Unit Price,Quantity,Tax,Total,COGS,Gross Income,Rating,Gender
72.17,1,3.6085,75.7785,72.17,3.6085,6.1,Male
50.28,5,12.57,263.97,251.4,12.57,9.7,Male
97.22,9,43.749,918.729,874.98,43.749,6,Male
93.39,6,28.017,588.357,560.34,28.017,10,Male
39.9,10,19.95,418.95,399,19.95,5.9,Male
42.57,8,17.028,357.588,340.56,17.028,5.6,Male
80.05,5,20.0125,420.263,400.25,20.0125,9.4,Male
52.89,6,15.867,333.207,317.34,15.867,9.8,Male
19.79,8,7.916,166.236,158.32,7.916,8.7,Male
18.08,3,2.712,56.952,54.24,2.712,8,Male
94.49,8,37.796,793.716,755.92,37.796,7.5,Female
46.47,4,9.294,195.174,185.88,9.294,7,Male
77.04,3,11.556,242.676,231.12,11.556,7.2,Female
73.52,2,7.352,154.392,147.04,7.352,4.6,Female
25.55,4,5.11,107.31,102.2,5.11,5.7,Male
57.49,4,11.498,241.458,229.96,11.498,6.6,Female
25.9,10,12.95,271.95,259,12.95,8.7,Male
17.77,5,4.4425,93.2925,88.85,4.4425,5.4,Male
30.37,3,4.5555,95.6655,91.11,4.5555,5.1,Female
99.73,9,44.8785,942.448,897.57,44.8785,6.5,Female
92.36,5,23.09,484.89,461.8,23.09,4.9,Male
46.42,3,6.963,146.223,139.26,6.963,4.4,Male
29.61,7,10.3635,217.633,207.27,10.3635,6.5,Female
24.77,5,6.1925,130.042,123.85,6.1925,8.5,Female
94.87,8,37.948,796.908,758.96,37.948,8.7,Male
57.34,3,8.601,180.621,172.02,8.601,7.9,Female
45.35,6,13.605,285.705,272.1,13.605,6.1,Male
62.08,7,21.728,456.288,434.56,21.728,5.4,Male
69.37,9,31.2165,655.547,624.33,31.2165,4,Male
90.7,6,27.21,571.41,544.2,27.21,5.3,Female
81.37,2,8.137,170.877,162.74,8.137,6.5,Female
10.59,3,1.5885,33.3585,31.77,1.5885,8.7,Female
84.09,9,37.8405,794.651,756.81,37.8405,8,Female
73.82,4,14.764,310.044,295.28,14.764,6.7,Male
13.22,5,3.305,69.405,66.1,3.305,4.3,Female
93.87,8,37.548,788.508,750.96,37.548,8.3,Male
81.4,3,12.21,256.41,244.2,12.21,4.8,Female
73.06,7,25.571,536.991,511.42,25.571,4.2,Male
46.55,9,20.9475,439.897,418.95,20.9475,6.4,Male
32.62,4,6.524,137.004,130.48,6.524,9,Male
38.3,4,7.66,160.86,153.2,7.66,5.7,Female
54.45,1,2.7225,57.1725,54.45,2.7225,7.9,Male
74.6,10,37.3,783.3,746,37.3,9.5,Female
67.43,5,16.8575,354.008,337.15,16.8575,6.3,Female
99.71,6,29.913,628.173,598.26,29.913,7.9,Female
47.97,7,16.7895,352.579,335.79,16.7895,6.2,Male
66.68,5,16.67,350.07,333.4,16.67,7.6,Male
48.51,7,16.9785,356.548,339.57,16.9785,5.2,Female
40.3,10,20.15,423.15,403,20.15,7,Male
18.11,10,9.055,190.155,181.1,9.055,5.9,Male
39.01,1,1.9505,40.9605,39.01,1.9505,4.7,Male
14.96,8,5.984,125.664,119.68,5.984,8.6,Female
79.93,6,23.979,503.559,479.58,23.979,5.5,Male
97.74,4,19.548,410.508,390.96,19.548,6.4,Male
51.13,4,10.226,214.746,204.52,10.226,4,Male
22.02,9,9.909,208.089,198.18,9.909,6.8,Male
57.95,6,17.385,365.085,347.7,17.385,5.2,Female
42.82,9,19.269,404.649,385.38,19.269,8.9,Female
48.09,3,7.2135,151.484,144.27,7.2135,7.8,Male
55.97,7,19.5895,411.379,391.79,19.5895,8.9,Female
76.9,7,26.915,565.215,538.3,26.915,7.7,Female
13.5,10,6.75,141.75,135,6.75,4.8,Female
54.73,7,19.1555,402.266,383.11,19.1555,8.5,Female
27,9,12.15,255.15,243,12.15,4.8,Male
89.14,4,17.828,374.388,356.56,17.828,7.8,Female
27.5,3,4.125,86.625,82.5,4.125,6.5,Male
74.97,1,3.7485,78.7185,74.97,3.7485,5.6,Male
26.26,7,9.191,193.011,183.82,9.191,9.9,Female
60.96,2,6.096,128.016,121.92,6.096,4.9,Female
35.38,9,15.921,334.341,318.42,15.921,9.6,Female
23.65,4,4.73,99.33,94.6,4.73,4,Female
99.69,5,24.9225,523.372,498.45,24.9225,9.9,Female
75.82,1,3.791,79.611,75.82,3.791,5.8,Male
18.22,7,6.377,133.917,127.54,6.377,6.6,Male
37.95,10,18.975,398.475,379.5,18.975,9.7,Female
13.59,9,6.1155,128.426,122.31,6.1155,5.8,Male
41.06,6,12.318,258.678,246.36,12.318,8.3,Female
19.24,9,8.658,181.818,173.16,8.658,8,Male
39.75,5,9.9375,208.688,198.75,9.9375,9.6,Female
68.71,4,13.742,288.582,274.84,13.742,4.1,Female
34.21,10,17.105,359.205,342.1,17.105,5.1,Female
21.87,2,2.187,45.927,43.74,2.187,6.9,Male
96.11,1,4.8055,100.915,96.11,4.8055,7.8,Male
57.22,2,5.722,120.162,114.44,5.722,8.3,Female
25.42,8,10.168,213.528,203.36,10.168,6.7,Male
40.61,9,18.2745,383.764,365.49,18.2745,7,Male
20.87,3,3.1305,65.7405,62.61,3.1305,8,Female
67.27,5,16.8175,353.168,336.35,16.8175,6.9,Male
69.08,2,6.908,145.068,138.16,6.908,6.9,Male
95.54,7,33.439,702.219,668.78,33.439,9.6,Male
47.44,1,2.372,49.812,47.44,2.372,6.8,Female
88.43,8,35.372,742.812,707.44,35.372,4.3,Female
19.15,1,0.9575,20.1075,19.15,0.9575,9.5,Female
27.07,1,1.3535,28.4235,27.07,1.3535,5.3,Female
39.12,1,1.956,41.076,39.12,1.956,9.6,Female
74.71,6,22.413,470.673,448.26,22.413,6.7,Female
22.01,6,6.603,138.663,132.06,6.603,7.6,Male
29.56,5,7.39,155.19,147.8,7.39,6.9,Female
77.4,9,34.83,731.43,696.6,34.83,4.5,Female
79.39,10,39.695,833.595,793.9,39.695,6.2,Male
73.05,10,36.525,767.025,730.5,36.525,8.7,Female
37.02,6,11.106,233.226,222.12,11.106,4.5,Male
72.57,8,29.028,609.588,580.56,29.028,4.6,Male
34.37,10,17.185,360.885,343.7,17.185,6.7,Male
60.38,10,30.19,633.99,603.8,30.19,6,Male
49.49,4,9.898,207.858,197.96,9.898,6.6,Female
41.09,10,20.545,431.445,410.9,20.545,7.3,Female
77.68,9,34.956,734.076,699.12,34.956,9.8,Female
34.7,2,3.47,72.87,69.4,3.47,8.2,Female
25.32,8,10.128,212.688,202.56,10.128,8.7,Female
99.89,2,9.989,209.769,199.78,9.989,7.1,Male
75.92,8,30.368,637.728,607.36,30.368,5.5,Male
98.13,1,4.9065,103.036,98.13,4.9065,8.9,Female
73.97,1,3.6985,77.6685,73.97,3.6985,5.4,Male
93.31,2,9.331,195.951,186.62,9.331,6.3,Female
88.45,1,4.4225,92.8725,88.45,4.4225,9.5,Male
48.5,3,7.275,152.775,145.5,7.275,6.7,Female
84.05,6,25.215,529.515,504.3,25.215,7.7,Female
61.29,5,15.3225,321.772,306.45,15.3225,7,Male
90.74,7,31.759,666.939,635.18,31.759,6.2,Female
54.86,5,13.715,288.015,274.3,13.715,9.8,Male
45.71,3,6.8565,143.986,137.13,6.8565,7.7,Female
39.21,4,7.842,164.682,156.84,7.842,9,Male
59.86,2,5.986,125.706,119.72,5.986,6.7,Male
54.36,10,27.18,570.78,543.6,27.18,6.1,Female
22.95,10,11.475,240.975,229.5,11.475,8.2,Male
73.96,1,3.698,77.658,73.96,3.698,5,Female
20.18,4,4.036,84.756,80.72,4.036,5,Female
71.2,1,3.56,74.76,71.2,3.56,9.2,Female
38.81,4,7.762,163.002,155.24,7.762,4.9,Male
51.54,5,12.885,270.585,257.7,12.885,4.2,Female
57.27,3,8.5905,180.4,171.81,8.5905,6.5,Male
54.31,9,24.4395,513.229,488.79,24.4395,8.9,Female
58.24,9,26.208,550.368,524.16,26.208,9.7,Female
37.48,3,5.622,118.062,112.44,5.622,7.7,Male
72.04,2,7.204,151.284,144.08,7.204,9.5,Female
21.58,9,9.711,203.931,194.22,9.711,7.3,Male
42.42,8,16.968,356.328,339.36,16.968,5.7,Female
99.25,2,9.925,208.425,198.5,9.925,9,Male
79.86,7,27.951,586.971,559.02,27.951,5.5,Female
82.04,5,20.51,430.71,410.2,20.51,7.6,Female
26.67,10,13.335,280.035,266.7,13.335,8.6,Male
72.39,2,7.239,152.019,144.78,7.239,8.1,Male
81.31,7,28.4585,597.628,569.17,28.4585,6.3,Male
60.3,4,12.06,253.26,241.2,12.06,5.8,Male
69.51,2,6.951,145.971,139.02,6.951,8.1,Male
18.08,4,3.616,75.936,72.32,3.616,9.5,Female
63.06,3,9.459,198.639,189.18,9.459,7,Male
96.8,3,14.52,304.92,290.4,14.52,5.3,Male
14.82,3,2.223,46.683,44.46,2.223,8.7,Male
54.51,6,16.353,343.413,327.06,16.353,7.8,Female
31.75,4,6.35,133.35,127,6.35,8.6,Male
57.89,2,5.789,121.569,115.78,5.789,8.9,Male
93.22,3,13.983,293.643,279.66,13.983,7.2,Male
72.6,6,21.78,457.38,435.6,21.78,6.9,Male
94.59,7,33.1065,695.237,662.13,33.1065,4.9,Female
83.25,10,41.625,874.125,832.5,41.625,4.4,Female
91.35,1,4.5675,95.9175,91.35,4.5675,6.8,Male
78.88,2,7.888,165.648,157.76,7.888,9.1,Female
82.58,10,41.29,867.09,825.8,41.29,5,Male
99.7,3,14.955,314.055,299.1,14.955,4.7,Male
79.91,3,11.9865,251.717,239.73,11.9865,5,Male
66.47,10,33.235,697.935,664.7,33.235,5,Male
17.63,5,4.4075,92.5575,88.15,4.4075,8.5,Female
52.42,3,7.863,165.123,157.26,7.863,7.5,Male
98.79,3,14.8185,311.189,296.37,14.8185,6.4,Female
55.67,2,5.567,116.907,111.34,5.567,6,Male
33.63,1,1.6815,35.3115,33.63,1.6815,5.6,Male
75.66,5,18.915,397.215,378.3,18.915,7.8,Male
55.81,6,16.743,351.603,334.86,16.743,9.9,Female
37.32,9,16.794,352.674,335.88,16.794,5.1,Male
60.18,4,12.036,252.756,240.72,12.036,9.4,Male
42.97,3,6.4455,135.355,128.91,6.4455,9.3,Female
58.75,6,17.625,370.125,352.5,17.625,5.9,Female
57.74,3,8.661,181.881,173.22,8.661,7.7,Male
17.97,4,3.594,75.474,71.88,3.594,6.4,Female
40.62,2,4.062,85.302,81.24,4.062,4.1,Female
93.4,2,9.34,196.14,186.8,9.34,5.5,Male
73.41,3,11.0115,231.242,220.23,11.0115,4,Female
83.77,2,8.377,175.917,167.54,8.377,4.6,Male
64.08,7,22.428,470.988,448.56,22.428,7.3,Female
39.48,1,1.974,41.454,39.48,1.974,6.5,Female
34.81,1,1.7405,36.5505,34.81,1.7405,7,Female
23.08,6,6.924,145.404,138.48,6.924,4.9,Female
49.1,2,4.91,103.11,98.2,4.91,6.4,Female
64.83,2,6.483,136.143,129.66,6.483,8,Female
62.19,4,12.438,261.198,248.76,12.438,4.3,Male
32.32,3,4.848,101.808,96.96,4.848,4.3,Male
19.77,10,9.885,207.585,197.7,9.885,5,Female
80.47,9,36.2115,760.442,724.23,36.2115,9.2,Male
88.39,9,39.7755,835.286,795.51,39.7755,6.3,Female
71.77,7,25.1195,527.51,502.39,25.1195,8.9,Male
43,4,8.6,180.6,172,8.6,7.6,Female
17.48,6,5.244,110.124,104.88,5.244,6.1,Female
25.56,7,8.946,187.866,178.92,8.946,7.1,Female
44.12,3,6.618,138.978,132.36,6.618,7.9,Male
23.34,4,4.668,98.028,93.36,4.668,7.4,Male
69.74,10,34.87,732.27,697.4,34.87,8.9,Male
52.18,7,18.263,383.523,365.26,18.263,9.3,Female
75.88,7,26.558,557.718,531.16,26.558,8.9,Male
53.72,1,2.686,56.406,53.72,2.686,6.4,Male
91.56,8,36.624,769.104,732.48,36.624,6,Male
65.23,10,32.615,684.915,652.3,32.615,5.2,Male
12.29,9,5.5305,116.141,110.61,5.5305,8,Female
22.32,4,4.464,93.744,89.28,4.464,4.1,Female
73.28,5,18.32,384.72,366.4,18.32,8.4,Male
35.74,8,14.296,300.216,285.92,14.296,4.9,Female
77.2,10,38.6,810.6,772,38.6,5.6,Female
72.13,10,36.065,757.365,721.3,36.065,4.2,Male
95.46,8,38.184,801.864,763.68,38.184,4.7,Female
13.69,6,4.107,86.247,82.14,4.107,6.3,Male
95.64,4,19.128,401.688,382.56,19.128,7.9,Female
95.54,4,19.108,401.268,382.16,19.108,4.5,Female
28.86,5,7.215,151.515,144.3,7.215,8,Female
93.38,1,4.669,98.049,93.38,4.669,9.6,Male
87.87,9,39.5415,830.372,790.83,39.5415,5.6,Male
97.37,10,48.685,1022.39,973.7,48.685,4.9,Female
27.18,2,2.718,57.078,54.36,2.718,4.3,Male
92.78,1,4.639,97.419,92.78,4.639,9.8,Male
23.01,6,6.903,144.963,138.06,6.903,7.9,Male
75.59,9,34.0155,714.326,680.31,34.0155,8,Female
17.75,1,0.8875,18.6375,17.75,0.8875,8.6,Female
10.75,8,4.3,90.3,86,4.3,6.2,Male
53.21,8,21.284,446.964,425.68,21.284,5,Female
96.16,4,19.232,403.872,384.64,19.232,8.4,Male
47.16,5,11.79,247.59,235.8,11.79,6,Male
52.89,4,10.578,222.138,211.56,10.578,6.7,Male
60.08,7,21.028,441.588,420.56,21.028,4.5,Female
72.11,9,32.4495,681.44,648.99,32.4495,7.7,Female
62.57,4,12.514,262.794,250.28,12.514,9.5,Male
11.85,8,4.74,99.54,94.8,4.74,4.1,Female
40.73,7,14.2555,299.366,285.11,14.2555,5.4,Female
44.63,6,13.389,281.169,267.78,13.389,5.1,Male
60.3,1,3.015,63.315,60.3,3.015,6,Male
52.79,10,26.395,554.295,527.9,26.395,10,Female
36.51,9,16.4295,345.02,328.59,16.4295,4.2,Female
21.12,8,8.448,177.408,168.96,8.448,6.3,Male
57.59,6,17.277,362.817,345.54,17.277,5.1,Male
11.28,9,5.076,106.596,101.52,5.076,4.3,Female
51.07,7,17.8745,375.365,357.49,17.8745,7,Female
90.53,8,36.212,760.452,724.24,36.212,6.5,Male
21.43,10,10.715,225.015,214.3,10.715,6.2,Female
39.75,1,1.9875,41.7375,39.75,1.9875,6.1,Male
12.1,8,4.84,101.64,96.8,4.84,8.6,Female
33.21,10,16.605,348.705,332.1,16.605,6,Female
31.99,10,15.995,335.895,319.9,15.995,9.9,Male
57.91,8,23.164,486.444,463.28,23.164,8.1,Female
28.38,5,7.095,148.995,141.9,7.095,9.4,Male
50.45,6,15.135,317.835,302.7,15.135,8.9,Male
99.16,8,39.664,832.944,793.28,39.664,4.2,Male
45.97,4,9.194,193.074,183.88,9.194,5.1,Male
82.88,5,20.72,435.12,414.4,20.72,6.6,Female
49.01,10,24.505,514.605,490.1,24.505,4.2,Female
29.15,3,4.3725,91.8225,87.45,4.3725,7.3,Female
68.97,3,10.3455,217.255,206.91,10.3455,8.7,Male
26.26,3,3.939,82.719,78.78,3.939,6.3,Female
16.37,6,4.911,103.131,98.22,4.911,7,Female
13.78,4,2.756,57.876,55.12,2.756,9,Female
88.31,1,4.4155,92.7255,88.31,4.4155,5.2,Male
88.25,9,39.7125,833.963,794.25,39.7125,7.6,Female
25.31,2,2.531,53.151,50.62,2.531,7.2,Male
99.92,6,29.976,629.496,599.52,29.976,7.1,Male
63.15,6,18.945,397.845,378.9,18.945,9.8,Female
53.78,1,2.689,56.469,53.78,2.689,4.7,Male
26.43,8,10.572,222.012,211.44,10.572,8.9,Female
39.91,3,5.9865,125.716,119.73,5.9865,9.3,Male
21.9,3,3.285,68.985,65.7,3.285,4.7,Female
62.85,4,12.57,263.97,251.4,12.57,8.7,Female
65.91,6,19.773,415.233,395.46,19.773,5.7,Male
46.02,6,13.806,289.926,276.12,13.806,7.1,Male
33.33,2,3.333,69.993,66.66,3.333,6.4,Male
38.27,2,3.827,80.367,76.54,3.827,5.8,Female
34.49,5,8.6225,181.072,172.45,8.6225,9,Female
84.63,10,42.315,888.615,846.3,42.315,9,Female
36.91,7,12.9185,271.289,258.37,12.9185,6.7,Male
87.08,7,30.478,640.038,609.56,30.478,5.5,Male
49.92,2,4.992,104.832,99.84,4.992,7,Male
26.6,6,7.98,167.58,159.6,7.98,4.9,Male
25.45,1,1.2725,26.7225,25.45,1.2725,5.1,Female
67.77,1,3.3885,71.1585,67.77,3.3885,6.5,Female
63.71,5,15.9275,334.478,318.55,15.9275,8.5,Female
14.76,2,1.476,30.996,29.52,1.476,4.3,Female
62,8,24.8,520.8,496,24.8,6.2,Male
75.37,8,30.148,633.108,602.96,30.148,8.4,Male
76.6,10,38.3,804.3,766,38.3,6,Female
17.49,10,8.745,183.645,174.9,8.745,6.6,Male
97.38,10,48.69,1022.49,973.8,48.69,4.4,Female
